loan_amnt,total_acc,loan_status,funded_amnt,id,grade,emp_length,revol_bal,annual_inc,issue_date,addr_state
10000,23,Charged Off,10000,1065103,B,5 years,7346,32000,01/12/2011,FL
24000,31,Charged Off,24000,1065254,A,10+ years,3885,116400,01/12/2011,FL
14400,13,Fully Paid,14400,1064873,B,9 years,12248,40000,01/12/2011,IL
6000,13,Fully Paid,6000,1065244,C,7 years,6546,34000,01/12/2011,MD
22000,32,Fully Paid,22000,1064969,C,5 years,26721,73000,01/12/2011,IL
12000,17,Charged Off,12000,1059620,B,10+ years,22059,57200,01/12/2011,MA
16000,34,Fully Paid,16000,1032978,D,< 1 year,23096,114000,01/12/2011,MO
10000,22,Fully Paid,10000,1065234,B,10+ years,30660,90000,01/12/2011,NY
16000,22,Fully Paid,11625,1064958,E,8 years,13771,54000,01/12/2011,NC
10000,15,Charged Off,10000,1065196,B,2 years,10472,35000,01/12/2011,KY
3500,37,Fully Paid,3500,1065199,C,7 years,6943,56000,01/12/2011,FL
9600,16,Fully Paid,9600,1065195,B,5 years,10980,35000,01/12/2011,NC
9875,16,Fully Paid,9875,1065020,A,10+ years,24129,40000,01/12/2011,NY
21500,16,Fully Paid,16975,1065016,D,2 years,18723,59000,01/12/2011,MO
4800,13,Fully Paid,4800,1064924,A,6 years,2936,48000,01/12/2011,FL
7800,12,Fully Paid,7800,1064940,A,10+ years,3878,85000,01/12/2011,NV
20000,14,Fully Paid,20000,1064932,C,10+ years,12377,70000,01/12/2011,TX
9750,19,Charged Off,9750,1062248,A,4 years,13275,35000,01/12/2011,HI
18000,38,Fully Paid,15050,1064985,C,6 years,46957,91000,01/12/2011,VA
5000,16,Fully Paid,5000,1064926,A,9 years,5881,30000,01/12/2011,CA
9000,51,Fully Paid,9000,1064908,C,4 years,10464,45000,01/12/2011,NY
7200,14,Fully Paid,7200,1059118,A,1 year,5862,55000,01/12/2011,FL
3000,12,In Grace Period,3000,1064897,E,3 years,1985,53004,01/12/2011,FL
25000,24,Charged Off,25000,1064754,E,10+ years,17035,60000,01/12/2011,CA
25000,23,Fully Paid,25000,1060082,C,8 years,18223,82000,01/12/2011,CA
10000,19,Fully Paid,10000,1064736,C,10+ years,23870,53000,01/12/2011,CA
8875,13,Charged Off,8875,1064727,B,5 years,13003,35360,01/12/2011,PA
15550,16,Fully Paid,15550,1042668,B,10+ years,22455,54000,01/12/2011,FL
17000,16,Current,17000,1064862,C,8 years,12923,65000,01/12/2011,NJ
7500,22,Fully Paid,7500,1064711,B,5 years,5927,65000,01/12/2011,CA
8875,23,Fully Paid,8875,1032875,A,6 years,8890,28800,01/12/2011,CA
4500,3,Fully Paid,4500,1064830,D,1 year,3424,42000,01/12/2011,OH
5800,20,Fully Paid,5800,1064681,B,3 years,6558,36000,01/12/2011,TX
10000,17,Fully Paid,10000,1064383,B,2 years,11145,40000,01/12/2011,NJ
10000,28,Fully Paid,10000,1064675,B,4 years,10898,50000,01/12/2011,GA
14000,8,Fully Paid,14000,1064666,B,1 year,13008,52000,01/12/2011,CA
25000,19,Fully Paid,25000,1064639,E,3 years,15814,85000,01/12/2011,VA
12000,12,Charged Off,12000,1064636,A,3 years,5329,32000,01/12/2011,OR
24000,22,Fully Paid,24000,1064805,A,6 years,26098,75000,01/12/2011,FL
14000,14,Fully Paid,14000,1064635,C,< 1 year,7085,80000,01/12/2011,NY
12000,24,Fully Paid,12000,1064793,A,7 years,14573,40246,01/12/2011,AZ
15000,17,Charged Off,15000,1056865,B,3 years,16876,30000,01/12/2011,NJ
8050,7,Charged Off,8050,1064783,B,1 year,12000,36000,01/12/2011,WA
5600,25,Fully Paid,5600,1064623,B,6 years,2238,60000,01/12/2011,CA
7500,18,Fully Paid,7500,1064792,B,3 years,7790,31200,01/12/2011,CA
7000,25,Fully Paid,7000,1062701,B,10+ years,28060,90000,01/12/2011,MD
5400,15,Fully Paid,5400,1064781,A,4 years,8855,40000,01/12/2011,MO
16000,19,Fully Paid,16000,1064774,B,1 year,22488,90000,01/12/2011,PA
35000,38,Fully Paid,27575,1053765,B,9 years,15523,105000,01/12/2011,TX
6000,15,Charged Off,6000,1064608,A,< 1 year,2192,30084,01/12/2011,KY
4125,21,Fully Paid,4125,1064589,B,10+ years,5346,36000,01/12/2011,MI
9800,18,Fully Paid,9800,1064558,D,4 years,21366,67000,01/12/2011,CA
15700,16,Fully Paid,15700,1064585,D,10+ years,9196,63000,01/12/2011,FL
5000,18,Fully Paid,5000,1064548,A,1 year,15175,276000,01/12/2011,FL
9900,11,Fully Paid,9900,1064462,B,6 years,7911,26400,01/12/2011,OH
4000,6,Fully Paid,4000,1064582,B,n/a,1593,24000,01/12/2011,FL
15000,9,Fully Paid,15000,1064579,B,3 years,9368,68400,01/12/2011,FL
6250,12,Fully Paid,6250,1046511,C,1 year,5771,29120,01/12/2011,WI
6400,14,Fully Paid,6400,1029191,D,< 1 year,5866,29120,01/12/2011,WI
8850,38,Fully Paid,8850,1064527,C,10+ years,5633,89122,01/12/2011,NV
12000,34,Fully Paid,12000,1064567,C,4 years,15723,54000,01/12/2011,NJ
15000,10,Fully Paid,15000,1064500,A,5 years,5649,30000,01/12/2011,AR
6500,9,Fully Paid,6500,1063899,C,4 years,10843,30000,01/12/2011,WA
8000,18,Fully Paid,8000,1057598,C,10+ years,7634,50000,01/12/2011,CT
30000,62,Fully Paid,19825,1052002,F,6 years,36497,92000,01/12/2011,CT
15000,14,Fully Paid,15000,1064323,C,10+ years,11736,100500,01/12/2011,NJ
10200,10,Fully Paid,10200,1064317,C,3 years,9428,40000,01/12/2011,CA
9000,17,Fully Paid,9000,1064471,B,5 years,4012,47000,01/12/2011,FL
6500,17,Fully Paid,6500,1060374,D,3 years,10075,68000,01/12/2011,FL
23000,35,Fully Paid,23000,1064452,F,8 years,9826,95000,01/12/2011,MI
2000,13,Fully Paid,2000,1064453,A,4 years,2058,39600,01/12/2011,CA
8000,21,Fully Paid,8000,1064284,C,3 years,6266,30000,01/12/2011,CA
8875,27,Fully Paid,8875,1063081,A,1 year,29470,30000,01/12/2011,KY
1500,15,Charged Off,1500,1064251,E,< 1 year,1497,17000,01/12/2011,OH
8000,11,Fully Paid,8000,1064407,B,3 years,12035,42000,01/12/2011,PA
20000,16,Charged Off,16925,1035800,C,10+ years,21513,75000,01/12/2011,CA
6500,11,Fully Paid,6500,1063678,B,4 years,10139,42000,01/12/2011,MA
9600,27,Fully Paid,9600,1059751,C,3 years,7387,27000,01/12/2011,NY
25975,29,Current,16475,1064386,B,10+ years,93718,130000,01/12/2011,PA
10000,17,Fully Paid,10000,1055800,A,5 years,10763,46000,01/12/2011,WA
15000,17,Fully Paid,15000,1064221,B,10+ years,10746,80000,01/12/2011,NC
9000,17,Fully Paid,9000,1064210,A,3 years,14022,45000,01/12/2011,CA
10000,23,Fully Paid,10000,1064209,A,2 years,10638,72500,01/12/2011,NY
1000,8,Charged Off,1000,1064366,C,n/a,2510,18408,01/12/2011,NJ
14000,28,Fully Paid,14000,1064216,A,2 years,13581,30000,01/12/2011,TX
8500,27,Charged Off,8500,1064150,C,9 years,9354,50000,01/12/2011,PA
15000,12,Fully Paid,15000,1056864,E,9 years,11379,75000,01/12/2011,FL
4500,34,Fully Paid,4500,1064146,C,5 years,18611,65000,01/12/2011,NY
3000,19,Fully Paid,3000,1064183,A,10+ years,38905,65000,01/12/2011,TX
10000,35,Fully Paid,10000,1064185,B,4 years,21440,120000,01/12/2011,NJ
21250,13,Fully Paid,21250,1064126,D,5 years,18352,42500,01/12/2011,MO
33425,43,Charged Off,20675,1029473,C,2 years,50670,75000,01/12/2011,NY
35000,27,Fully Paid,35000,1057239,E,8 years,29573,195000,01/12/2011,WA
7200,24,Fully Paid,7200,1064128,C,4 years,9119,54990,01/12/2011,TX
18000,12,Charged Off,18000,1063949,B,< 1 year,12806,40000,01/12/2011,AZ
23000,37,Fully Paid,23000,1064166,A,2 years,17564,137000,01/12/2011,TX
20000,30,Charged Off,20000,1064133,D,10+ years,16326,60000,01/12/2011,CA
6000,11,Current,6000,1064094,D,3 years,8136,30120,01/12/2011,NY
7000,18,Fully Paid,7000,1063505,A,1 year,8717,46000,01/12/2011,VA
21000,24,Fully Paid,21000,1063528,B,8 years,30361,135000,01/12/2011,OH
8250,37,Fully Paid,8250,1063912,A,n/a,7521,31500,01/12/2011,MD
13000,18,Fully Paid,13000,1064082,B,10+ years,22554,65000,01/12/2011,CA
18000,13,Fully Paid,18000,1063892,A,2 years,16136,78000,01/12/2011,TX
7200,20,Fully Paid,7200,1064061,A,5 years,3859,60000,01/12/2011,AZ
16500,25,Fully Paid,16500,1063876,A,10+ years,21329,48000,01/12/2011,UT
8125,21,Fully Paid,8125,1042841,A,< 1 year,19296,25000,01/12/2011,IL
18800,24,Fully Paid,18800,1063864,A,3 years,14477,82000,01/12/2011,CA
26800,31,Fully Paid,26800,1064051,E,10+ years,26919,82000,01/12/2011,CA
19200,24,Fully Paid,19200,1063847,A,5 years,28727,42000,01/12/2011,OK
12875,7,Fully Paid,8475,1062833,D,3 years,5595,27600,01/12/2011,CA
4000,16,Fully Paid,4000,1062032,B,5 years,11130,38000,01/12/2011,OH
4000,13,Fully Paid,4000,1063843,D,4 years,8247,35000,01/12/2011,CA
12000,10,Fully Paid,12000,1063828,B,10+ years,17229,33000,01/12/2011,CA
2625,21,Fully Paid,2625,1064006,B,10+ years,8343,52800,01/12/2011,NV
18000,19,Current,18000,1063729,C,10+ years,11963,40900,01/12/2011,AR
7000,10,Fully Paid,7000,1062625,B,10+ years,16783,73882,01/12/2011,PA
11300,22,Fully Paid,11300,1062070,B,7 years,18905,36000,01/12/2011,FL
4000,22,Fully Paid,4000,1063964,B,10+ years,13212,130000,01/12/2011,CA
8000,47,Fully Paid,8000,1063804,A,10+ years,7764,57200,01/12/2011,SC
14400,9,Charged Off,14400,1063751,D,5 years,8092,51871,01/12/2011,RI
4375,5,Fully Paid,4375,1063982,B,2 years,2847,15000,01/12/2011,CA
4100,12,Fully Paid,4100,1063972,A,9 years,24138,70197,01/12/2011,LA
6000,14,Fully Paid,6000,1063785,A,7 years,3917,47000,01/12/2011,OH
4200,19,Charged Off,4200,1063788,D,9 years,8843,43000,01/12/2011,AZ
4000,31,Fully Paid,4000,1063485,A,6 years,11947,120000,01/12/2011,NC
3000,35,Charged Off,3000,1063781,B,10+ years,23964,86004,01/12/2011,NJ
5400,33,Fully Paid,5400,1057766,B,10+ years,10376,75000,01/12/2011,TX
15000,24,Charged Off,15000,1063778,D,1 year,40370,110000,01/12/2011,TX
20000,13,Fully Paid,20000,1062818,E,3 years,11952,80000,01/12/2011,AZ
10400,21,Fully Paid,10400,1042037,B,4 years,13695,44000,01/12/2011,CA
4500,13,Fully Paid,4500,1063518,D,7 years,13739,51600,01/12/2011,WA
11500,15,Fully Paid,11500,1063515,B,< 1 year,10838,38500,01/12/2011,DC
10000,40,Fully Paid,10000,1063524,A,4 years,3548,75000,01/12/2011,FL
18225,12,Fully Paid,13450,1063519,C,10+ years,17404,37320,01/12/2011,GA
3600,18,Fully Paid,3600,1063521,A,10+ years,9550,55000,01/12/2011,NY
18500,10,Fully Paid,13250,984879,B,2 years,6149,100000,01/12/2011,CA
16800,18,Fully Paid,16800,1063509,D,10+ years,10296,70000,01/12/2011,CO
10000,16,Charged Off,10000,1063693,D,8 years,6754,68000,01/12/2011,MT
15000,28,Fully Paid,15000,1063700,D,10+ years,17258,66000,01/12/2011,CA
8000,29,Fully Paid,8000,1056934,B,8 years,15938,85000,01/12/2011,NJ
25000,19,Fully Paid,17950,1063246,D,1 year,22388,83004,01/12/2011,CA
16000,28,Charged Off,16000,1057424,A,1 year,29485,51000,01/12/2011,AZ
8000,10,Fully Paid,8000,1063680,B,2 years,9004,55000,01/12/2011,CA
7200,32,Fully Paid,7200,1063679,A,10+ years,16106,47000,01/12/2011,VA
12000,25,Fully Paid,12000,1063034,A,4 years,13715,86000,01/12/2011,CA
2200,7,Charged Off,2200,1063448,C,10+ years,10130,48000,01/12/2011,TX
20000,26,Current,20000,1063431,B,10+ years,12064,49000,01/12/2011,NY
28000,31,Fully Paid,28000,1060804,B,4 years,23199,85000,01/12/2011,PA
6000,23,Fully Paid,6000,1027771,A,2 years,22282,50000,01/12/2011,AR
25000,42,In Grace Period,25000,1063653,E,10+ years,28380,105000,01/12/2011,NY
8000,40,Charged Off,8000,1063421,A,1 year,20888,51204,01/12/2011,NY
14400,3,Fully Paid,14400,1062855,C,2 years,62,42996,01/12/2011,NY
20000,28,Fully Paid,13700,1062490,E,5 years,29665,60000,01/12/2011,CA
25000,31,Current,19950,1063626,C,10+ years,25856,85000,01/12/2011,MD
14050,13,Fully Paid,14050,1063407,A,3 years,2217,120000,01/12/2011,NY
6000,19,Fully Paid,6000,1063609,C,10+ years,6704,62691,01/12/2011,AL
16100,33,Current,16100,1063602,B,< 1 year,13481,36000,01/12/2011,PA
35000,40,Charged Off,23250,1063393,E,3 years,18515,85000,01/12/2011,FL
10525,9,Fully Paid,10525,1063388,A,4 years,10881,49668,01/12/2011,CA
7200,7,Fully Paid,7200,1063582,C,2 years,1884,30000,01/12/2011,NJ
18500,27,Fully Paid,15775,988402,B,10+ years,8,40000,01/12/2011,HI
12000,27,Fully Paid,12000,1063564,C,10+ years,14582,40000,01/12/2011,AR
12000,11,Fully Paid,12000,1063121,B,5 years,17590,100000,01/12/2011,IL
3000,13,Fully Paid,3000,1063275,B,2 years,10014,56312,01/12/2011,VA
9500,40,Fully Paid,9500,1057756,D,10+ years,18757,54011,01/12/2011,CA
19775,15,Fully Paid,19775,1059960,B,2 years,19672,49110,01/12/2011,CA
12000,28,Charged Off,12000,1059525,C,< 1 year,16664,75000,01/12/2011,HI
28000,29,Fully Paid,28000,1062577,C,7 years,17936,95000,01/12/2011,WA
30000,33,Fully Paid,30000,1053188,B,2 years,22177,80000,01/12/2011,WI
16000,19,Fully Paid,16000,1063098,B,9 years,8705,55000,01/12/2011,CA
14500,28,Fully Paid,14500,1063238,C,8 years,15077,90000,01/12/2011,MD
11700,21,Fully Paid,11700,1062043,C,3 years,7203,68500,01/12/2011,VA
4150,8,Fully Paid,4150,1063228,B,4 years,4255,100000,01/12/2011,CA
15000,15,Current,15000,1039993,B,10+ years,10982,72000,01/12/2011,AL
24000,13,Fully Paid,24000,1063197,D,6 years,9043,70000,01/12/2011,CA
21250,21,Charged Off,21250,1063069,B,5 years,14899,37000,01/12/2011,NJ
10000,18,Fully Paid,10000,1063062,C,10+ years,19535,75000,01/12/2011,AR
25000,29,Fully Paid,25000,1063199,D,< 1 year,14608,75000,01/12/2011,CA
4000,15,Fully Paid,4000,1063187,C,6 years,8038,39000,01/12/2011,NV
15000,15,Fully Paid,15000,1063040,B,< 1 year,14615,60000,01/12/2011,NY
20000,19,Fully Paid,20000,1063020,C,3 years,19736,68000,01/12/2011,FL
15000,10,Fully Paid,15000,1062929,D,3 years,7717,110000,01/12/2011,UT
3600,6,Fully Paid,3600,1063003,C,3 years,3447,40000,01/12/2011,NY
6000,14,Fully Paid,6000,1063001,E,5 years,7996,31000,01/12/2011,CA
15000,18,Charged Off,15000,1062997,C,10+ years,12333,60000,01/12/2011,NY
12000,14,Fully Paid,12000,1061315,D,3 years,7949,43000,01/12/2011,CA
12375,34,Fully Paid,12375,1062808,A,6 years,13538,42000,01/12/2011,MD
4000,20,Charged Off,4000,1062918,B,6 years,1296,30000,01/12/2011,FL
13000,15,Fully Paid,13000,1062983,B,10+ years,13810,50000,01/12/2011,FL
5000,30,Fully Paid,5000,1061530,A,1 year,3305,39396,01/12/2011,GA
5000,14,Fully Paid,5000,1035958,C,7 years,32705,98000,01/12/2011,CA
26000,16,Fully Paid,26000,1062894,B,10+ years,25215,62500,01/12/2011,OK
15000,24,Fully Paid,15000,1062895,E,8 years,30810,95000,01/12/2011,WI
4000,11,Charged Off,4000,1062976,E,10+ years,3722,45000,01/12/2011,PA
8000,15,Fully Paid,8000,1061972,A,10+ years,6290,32400,01/12/2011,CA
1700,27,Charged Off,1700,1062897,A,n/a,16333,37800,01/12/2011,CO
16000,26,Fully Paid,16000,1062857,B,10+ years,13577,50000,01/12/2011,PA
20000,20,Fully Paid,20000,1059828,B,10+ years,7747,114996,01/12/2011,NY
12000,33,Charged Off,12000,1059486,C,6 years,13239,54400,01/12/2011,WA
7000,33,Fully Paid,7000,1062887,B,7 years,7299,72800,01/12/2011,MD
8000,24,Charged Off,8000,1062851,E,1 year,9870,42500,01/12/2011,GA
13000,14,In Grace Period,13000,1062756,G,10+ years,18427,61000,01/12/2011,NY
13000,8,Charged Off,13000,1062844,D,10+ years,6901,28000,01/12/2011,NC
20000,43,Fully Paid,20000,1062753,F,2 years,23789,120000,01/12/2011,MN
18000,37,Fully Paid,18000,1062873,C,8 years,14828,96000,01/12/2011,CT
10000,15,Fully Paid,10000,1062860,D,3 years,12603,83200,01/12/2011,WA
22250,23,Fully Paid,22250,1062738,C,8 years,15695,45000,01/12/2011,MO
24000,20,Charged Off,24000,1062864,D,5 years,3343,68809,01/12/2011,FL
11200,13,Charged Off,11200,1062734,B,3 years,25673,75000,01/12/2011,CA
7000,13,Fully Paid,7000,1052370,B,3 years,4170,52000,01/12/2011,NY
8000,12,Fully Paid,8000,1058564,A,6 years,8311,57600,01/12/2011,CA
22500,12,Fully Paid,22500,1062584,D,4 years,23080,48500,01/12/2011,CA
12000,19,Fully Paid,12000,1062253,D,2 years,15037,95000,01/12/2011,GA
22000,28,Fully Paid,22000,1062795,C,< 1 year,20666,58000,01/12/2011,IL
6200,11,Fully Paid,6200,1062614,B,10+ years,18210,24000,01/12/2011,AK
15900,15,Fully Paid,15900,1061378,B,9 years,20393,58000,01/12/2011,VA
5000,32,Fully Paid,5000,1062781,A,n/a,8901,70000,01/12/2011,CA
16000,24,Fully Paid,16000,1023158,A,3 years,1935,104000,01/12/2011,MA
5000,3,Fully Paid,5000,1062654,B,4 years,4263,35000,01/12/2011,CA
3150,10,Fully Paid,3150,1062665,C,5 years,2124,53000,01/12/2011,PA
12000,10,Charged Off,12000,1062555,C,2 years,8738,28000,01/12/2011,CA
28000,23,Charged Off,28000,1062606,A,4 years,11849,118000,01/12/2011,IL
5000,26,Fully Paid,5000,1062643,B,< 1 year,13091,40000,01/12/2011,FL
3000,3,Fully Paid,3000,1062535,B,n/a,5289,42000,01/12/2011,MN
3000,18,Charged Off,3000,1062536,A,10+ years,3413,65000,01/12/2011,WA
8400,19,Fully Paid,8400,765927,A,2 years,8993,25000,01/12/2011,CA
7000,23,Fully Paid,7000,1031451,B,10+ years,6992,36000,01/12/2011,CA
18550,19,Current,11600,1062612,E,2 years,18972,45000,01/12/2011,IL
2000,43,Fully Paid,2000,1062510,B,1 year,46267,231252,01/12/2011,GA
12000,21,Current,9600,1062508,C,3 years,6506,65000,01/12/2011,NY
8575,5,Charged Off,8575,1036838,D,n/a,20142,32000,01/12/2011,FL
28000,40,Charged Off,18625,1062478,B,8 years,47111,84996,01/12/2011,GA
10000,24,Fully Paid,10000,1055974,A,6 years,18244,66000,01/12/2011,OR
25000,38,Fully Paid,25000,1062462,E,2 years,24430,92000,01/12/2011,LA
8000,22,Fully Paid,8000,1062458,B,10+ years,19607,70000,01/12/2011,CA
16000,23,Charged Off,16000,1062454,D,10+ years,22500,49000,01/12/2011,OH
25000,33,Fully Paid,25000,1060762,B,8 years,24916,76896,01/12/2011,FL
2000,10,Fully Paid,2000,1062564,B,10+ years,9583,24000,01/12/2011,IL
16800,14,Fully Paid,16800,1061570,C,2 years,22373,60000,01/12/2011,TX
8000,15,Fully Paid,8000,1062418,A,3 years,13268,120000,01/12/2011,CA
12000,13,Fully Paid,12000,1062413,B,9 years,15311,57000,01/12/2011,CT
11000,15,Charged Off,11000,1062330,A,4 years,7690,80000,01/12/2011,AZ
5000,17,Charged Off,5000,1062414,D,6 years,19925,85000,01/12/2011,WA
18000,35,Fully Paid,18000,1060966,D,10+ years,34809,140000,01/12/2011,TX
10000,10,Charged Off,10000,1062401,B,6 years,6397,36000,01/12/2011,CA
5000,23,Fully Paid,5000,1057454,B,< 1 year,26171,70000,01/12/2011,OH
10000,9,Fully Paid,10000,1062179,D,4 years,8495,51360,01/12/2011,NY
25000,10,Fully Paid,25000,1062293,B,4 years,865,163000,01/12/2011,CA
2400,18,Fully Paid,2400,1062384,B,4 years,3265,59393,01/12/2011,OR
3000,18,Charged Off,3000,1031348,D,4 years,9089,65000,01/12/2011,FL
7700,11,Charged Off,7700,1062268,D,3 years,9206,29772,01/12/2011,TX
2400,13,Fully Paid,2400,1062161,C,< 1 year,2902,12996,01/12/2011,TX
18500,35,In Grace Period,11925,1062369,E,10+ years,31962,68000,01/12/2011,CT
5000,14,Fully Paid,5000,1061409,B,1 year,7464,44475,01/12/2011,CA
14000,24,Fully Paid,14000,1061705,D,10+ years,7115,88000,01/12/2011,TX
24500,8,Charged Off,24500,1062146,F,4 years,19668,85000,01/12/2011,NJ
2400,9,Fully Paid,2400,1058699,B,3 years,12480,36000,01/12/2011,GA
1800,34,Fully Paid,1800,1062150,B,7 years,11180,117000,01/12/2011,CA
22200,25,Charged Off,22200,1062257,E,2 years,10070,160000,01/12/2011,CA
21400,44,Fully Paid,21400,1061420,E,3 years,21721,80000,01/12/2011,FL
13000,19,Charged Off,13000,1062250,A,10+ years,14078,28000,01/12/2011,MN
8000,15,Fully Paid,8000,1020855,B,5 years,4384,48000,01/12/2011,CA
3600,17,Charged Off,3600,997521,B,10+ years,1104,60000,01/12/2011,MI
12375,31,Charged Off,12375,1058624,G,5 years,13768,40000,01/12/2011,FL
9400,7,Fully Paid,9400,1062232,B,2 years,16982,45500,01/12/2011,GA
9600,18,Fully Paid,9600,1062235,C,6 years,1679,156000,01/12/2011,FL
17000,12,Fully Paid,17000,1060429,B,1 year,19782,40000,01/12/2011,PA
25000,33,Current,17275,1062102,E,10+ years,21572,96000,01/12/2011,IL
16950,23,Current,16950,1060885,D,10+ years,32164,50000,01/12/2011,NC
30000,29,Fully Paid,19275,1060630,E,10+ years,26710,80000,01/12/2011,TX
10800,21,Fully Paid,10800,1062192,C,6 years,7045,110000,01/12/2011,NV
6000,21,Fully Paid,6000,1059016,A,10+ years,10515,59400,01/12/2011,CA
35000,28,Fully Paid,35000,1056174,A,10+ years,51441,106000,01/12/2011,CO
10000,12,Fully Paid,10000,1062045,B,7 years,12208,36000,01/12/2011,NY
15000,18,Fully Paid,15000,1059395,E,4 years,8162,51000,01/12/2011,NY
5000,37,Fully Paid,5000,1062012,B,2 years,6811,25000,01/12/2011,IL
3000,15,Current,3000,1061941,D,5 years,8580,35000,01/12/2011,CA
7100,13,Charged Off,7100,1031266,C,1 year,5148,33000,01/12/2011,IL
12000,21,Fully Paid,12000,1061975,D,10+ years,23691,93000,01/12/2011,CA
22400,16,Charged Off,22400,1061914,G,6 years,13773,85000,01/12/2011,NY
5825,16,Fully Paid,5825,1061750,B,8 years,16641,50000,01/12/2011,CA
22250,10,Charged Off,22250,1061741,B,2 years,15791,41000,01/12/2011,NY
18000,15,Current,18000,1061747,D,2 years,19489,50000,01/12/2011,CA
6000,7,Fully Paid,6000,1040188,B,4 years,5802,30000,01/12/2011,WI
7650,18,Charged Off,7650,1057749,B,5 years,24086,57000,01/12/2011,CA
21000,23,Current,21000,1061721,D,2 years,16854,110000,01/12/2011,PA
20675,17,Charged Off,20675,1061869,C,7 years,9487,50132,01/12/2011,CA
13200,17,Fully Paid,13200,1060650,A,6 years,10264,62500,01/12/2011,NC
12000,46,Fully Paid,12000,1059701,A,< 1 year,12818,60000,01/12/2011,LA
20000,25,Fully Paid,12500,1061842,E,6 years,24185,130000,01/12/2011,AZ
15000,27,Fully Paid,15000,1061837,A,7 years,2166,60000,01/12/2011,NJ
27050,29,Fully Paid,27050,1057272,E,5 years,26469,65000,01/12/2011,UT
22500,16,Fully Paid,22500,1061675,D,3 years,18364,67735,01/12/2011,SC
20500,20,Charged Off,20500,1061661,B,< 1 year,23823,47800,01/12/2011,CA
12800,25,Fully Paid,12800,1061656,B,1 year,23893,99600,01/12/2011,CA
27575,16,Fully Paid,27575,1061776,B,1 year,13057,54000,01/12/2011,WY
7000,17,Fully Paid,7000,1061767,B,8 years,23864,49000,01/12/2011,NY
7600,21,Current,7600,1052746,D,1 year,4292,33996,01/12/2011,TX
29000,24,Charged Off,29000,1061643,B,10+ years,18918,65000,01/12/2011,PA
10000,18,Fully Paid,10000,1061785,C,4 years,14848,44160,01/12/2011,VA
14125,21,Fully Paid,14125,1061623,A,5 years,12709,32000,01/12/2011,TX
12000,16,Fully Paid,12000,1030795,A,< 1 year,13285,94500,01/12/2011,CA
9575,10,Fully Paid,9575,1061598,A,3 years,13902,19498,01/12/2011,VA
12000,13,Fully Paid,8900,1061772,E,1 year,8382,30000,01/12/2011,FL
12000,20,Charged Off,12000,1058931,C,9 years,11434,88000,01/12/2011,NY
10000,18,Fully Paid,10000,1061355,B,4 years,10344,45000,01/12/2011,NJ
10000,19,Fully Paid,10000,1061593,C,1 year,17513,37500,01/12/2011,MA
25000,22,Current,25000,1061581,C,5 years,17624,89000,01/12/2011,FL
24000,18,Fully Paid,24000,1061583,B,4 years,27994,120000,01/12/2011,GA
14575,14,Fully Paid,14575,1059572,B,7 years,20169,35000,01/12/2011,NJ
